IDSTUD,IDSCHOOL,TOTWGTS,IS18C_plan_capacity,ASDAGE,SEX_female,IS34_lang,prnt_ed_M,IS17G_miss_meals,IS01_prop_sch_time,IS09_comm_modes,IS21_teach_sup,IS18E_adult_help,IS14A,IS14C,IS14K,IS17A,IS17C,IS17E,IS25A,IS25B,IS25C,IS25D,IS25E,IS25F,IS25G,IS25H,IS25J,IT05F_indiv,IT06D_indep,IP13D_prnt_sup,IP21_remote_prep,IP34_locale_size,IP34A_public,IP1G35C_prop_disadvan,IP03_tech
10960107,1096,25.97599748918919,1.0,13.58,0,2,5.0,1.0,3.0,1.0,2.75,3.0,2.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,3.9,3.45,2.0,4.0,5.0,0.0,2.0,1
10960108,1096,25.97599748918919,2.0,13.08,1,2,5.0,1.0,1.0,2.0,2.75,1.0,2.0,3.0,2.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.9,3.45,2.0,4.0,5.0,0.0,2.0,1
10960109,1096,25.97599748918919,3.0,13.08,1,2,5.0,3.0,1.0,4.0,2.75,2.0,2.0,4.0,2.0,4.0,4.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.9,3.45,2.0,4.0,5.0,0.0,2.0,1
10960110,1096,25.97599748918919,3.0,13.75,1,2,5.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,4.0,2.0,1.0,3.0,3.0,2.0,3.9,3.45,2.0,4.0,5.0,0.0,2.0,1
10960111,1096,25.97599748918919,2.0,14.67,1,2,3.0,1.0,4.0,2.0,2.75,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.9,3.45,2.0,4.0,5.0,0.0,2.0,1
10960112,1096,25.97599748918919,2.0,13.17,0,2,5.0,1.0,4.0,2.0,2.25,2.0,1.0,4.0,4.0,2.0,2.0,1.0,4.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,3.9,3.45,2.0,4.0,5.0,0.0,2.0,1
10960113,1096,25.97599748918919,3.0,12.5,1,2,4.0,1.0,5.0,2.0,3.0,,4.0,4.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,4.0,4.0,1.0,3.0,3.9,3.45,2.0,4.0,5.0,0.0,2.0,1
10960114,1096,25.97599748918919,2.0,13.92,0,4,4.5,1.0,1.0,1.0,3.75,2.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,3.9,3.45,2.0,4.0,5.0,0.0,2.0,1
10960115,1096,25.97599748918919,1.0,13.83,1,2,5.0,1.0,1.0,2.0,2.75,2.0,3.0,2.0,4.0,4.0,2.0,1.0,4.0,3.0,3.0,4.0,4.0,1.0,3.0,4.0,2.0,3.9,3.45,2.0,4.0,5.0,0.0,2.0,1
10960116,1096,25.97599748918919,2.0,14.17,1,2,4.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,4.0,3.0,1.0,1.0,4.0,3.0,3.0,4.0,3.9,3.45,2.0,4.0,5.0,0.0,2.0,1
10960117,1096,25.97599748918919,,14.17,0,2,,,1.0,1.0,,,,,,,,,,,,,,,,,,3.9,3.45,2.0,4.0,5.0,0.0,2.0,1
10960118,1096,25.97599748918919,3.0,12.75,0,2,4.0,1.0,3.0,1.0,2.75,2.0,2.0,3.0,2.0,3.0,1.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.9,3.45,2.0,4.0,5.0,0.0,2.0,1
10960119,1096,25.97599748918919,,15.83,0,2,3.0,3.0,1.0,3.0,2.75,2.0,4.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,3.9,3.45,2.0,4.0,5.0,0.0,2.0,1
10960120,1096,25.97599748918919,,13.92,0,2,5.0,3.0,1.0,1.0,2.75,,2.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.9,3.45,2.0,4.0,5.0,0.0,2.0,1
10970101,1097,24.61582803603603,2.0,13.0,0,2,4.5,1.0,1.0,3.0,2.5,3.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,3.9375,3.3125,3.0,4.0,5.0,0.0,1.0,1
10970102,1097,24.61582803603603,,14.08,0,2,,,1.0,,,,,,,,,,,,,,,,,,,3.9375,3.3125,3.0,4.0,5.0,0.0,1.0,1
10970103,1097,24.61582803603603,3.0,14.5,1,2,4.5,1.0,1.0,2.0,2.75,2.0,2.0,3.0,2.0,4.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,4.0,2.0,3.9375,3.3125,3.0,4.0,5.0,0.0,1.0,1
10970104,1097,24.61582803603603,2.0,14.25,1,2,,1.0,4.0,2.0,2.5,2.0,3.0,2.0,2.0,3.0,1.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,4.0,2.0,3.9375,3.3125,3.0,4.0,5.0,0.0,1.0,1
10970105,1097,24.61582803603603,2.0,13.33,1,2,5.0,1.0,2.0,3.0,2.5,3.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,3.9375,3.3125,3.0,4.0,5.0,0.0,1.0,1
10970106,1097,24.61582803603603,3.0,13.17,0,2,5.0,3.0,3.0,2.0,2.5,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.9375,3.3125,3.0,4.0,5.0,0.0,1.0,1
10970107,1097,24.61582803603603,2.0,14.0,1,2,5.0,1.0,1.0,3.0,3.25,3.0,2.0,2.0,4.0,4.0,2.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.9375,3.3125,3.0,4.0,5.0,0.0,1.0,1
10970109,1097,24.61582803603603,2.0,13.83,0,2,4.0,1.0,3.0,1.0,2.5,2.0,2.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,3.9375,3.3125,3.0,4.0,5.0,0.0,1.0,1
10970110,1097,24.61582803603603,2.0,13.75,1,2,2.5,1.0,2.0,2.0,2.5,3.0,3.0,2.0,4.0,4.0,1.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.9375,3.3125,3.0,4.0,5.0,0.0,1.0,1
10970111,1097,24.61582803603603,1.0,13.25,1,2,4.0,1.0,3.0,4.0,2.75,1.0,3.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.9375,3.3125,3.0,4.0,5.0,0.0,1.0,1
10970112,1097,24.61582803603603,1.0,14.17,1,2,5.0,2.0,2.0,2.0,2.75,3.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.9375,3.3125,3.0,4.0,5.0,0.0,1.0,1
10970113,1097,24.61582803603603,,13.17,0,2,,,2.0,2.0,,,,,,,,,,,,,,,,,,3.9375,3.3125,3.0,4.0,5.0,0.0,1.0,1
10970115,1097,24.61582803603603,2.0,13.75,0,2,3.0,2.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.9375,3.3125,3.0,4.0,5.0,0.0,1.0,1
10970116,1097,24.61582803603603,3.0,13.92,1,2,4.5,1.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,4.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,3.9375,3.3125,3.0,4.0,5.0,0.0,1.0,1
10970117,1097,24.61582803603603,2.0,13.67,0,2,,1.0,3.0,2.0,3.0,2.0,2.0,3.0,,3.0,2.0,4.0,,,,,,,,,,3.9375,3.3125,3.0,4.0,5.0,0.0,1.0,1
10970118,1097,24.61582803603603,1.0,14.17,0,2,5.0,4.0,1.0,2.0,1.75,2.0,4.0,2.0,4.0,4.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,1.0,3.9375,3.3125,3.0,4.0,5.0,0.0,1.0,1
10970119,1097,24.61582803603603,2.0,13.83,1,2,4.0,4.0,2.0,1.0,2.25,2.0,3.0,3.0,3.0,4.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.9375,3.3125,3.0,4.0,5.0,0.0,1.0,1
10970120,1097,24.61582803603603,2.0,13.58,1,2,5.0,1.0,3.0,2.0,2.75,2.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,3.9375,3.3125,3.0,4.0,5.0,0.0,1.0,1
10980101,1098,15.16130553058321,3.0,13.0,1,4,5.0,1.0,1.0,0.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.764705882352941,3.5555555555555554,,3.0,4.0,0.0,3.0,0
10980102,1098,15.16130553058321,,13.67,1,4,4.5,1.0,1.0,1.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.764705882352941,3.5555555555555554,,3.0,4.0,0.0,3.0,0
10980103,1098,15.16130553058321,3.0,13.75,1,2,5.0,1.0,1.0,4.0,3.25,2.0,2.0,1.0,4.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.764705882352941,3.5555555555555554,,3.0,4.0,0.0,3.0,0
10980104,1098,15.16130553058321,2.0,13.08,1,2,4.0,1.0,1.0,3.0,3.25,3.0,2.0,2.0,4.0,4.0,4.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.764705882352941,3.5555555555555554,,3.0,4.0,0.0,3.0,0
10980105,1098,15.16130553058321,2.0,13.5,1,2,5.0,2.0,1.0,2.0,2.25,1.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.764705882352941,3.5555555555555554,,3.0,4.0,0.0,3.0,0
10980106,1098,15.16130553058321,3.0,13.5,1,4,3.5,1.0,1.0,2.0,3.25,3.0,1.0,4.0,1.0,4.0,1.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,1.0,3.0,1.0,3.764705882352941,3.5555555555555554,,3.0,4.0,0.0,3.0,0
10980107,1098,15.16130553058321,2.0,13.83,1,2,2.0,4.0,1.0,4.0,2.75,3.0,3.0,2.0,2.0,4.0,1.0,3.0,3.0,2.0,1.0,4.0,4.0,3.0,4.0,4.0,2.0,3.764705882352941,3.5555555555555554,,3.0,4.0,0.0,3.0,0
10980109,1098,15.16130553058321,1.0,13.42,1,2,5.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,3.764705882352941,3.5555555555555554,,3.0,4.0,0.0,3.0,0
10980110,1098,15.16130553058321,3.0,13.42,1,2,1.5,1.0,1.0,1.0,3.0,1.0,3.0,2.0,4.0,4.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.764705882352941,3.5555555555555554,,3.0,4.0,0.0,3.0,0
10980111,1098,15.16130553058321,2.0,14.83,1,4,2.5,1.0,1.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.764705882352941,3.5555555555555554,,3.0,4.0,0.0,3.0,0
10980112,1098,15.16130553058321,1.0,13.58,0,2,4.0,2.0,1.0,3.0,3.5,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.764705882352941,3.5555555555555554,,3.0,4.0,0.0,3.0,0
10980113,1098,15.16130553058321,1.0,12.67,0,4,3.0,4.0,1.0,3.0,2.5,1.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.764705882352941,3.5555555555555554,,3.0,4.0,0.0,3.0,0
10980114,1098,15.16130553058321,2.0,13.67,0,4,4.0,1.0,1.0,2.0,2.75,2.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,3.764705882352941,3.5555555555555554,,3.0,4.0,0.0,3.0,0
10980115,1098,15.16130553058321,3.0,14.08,0,4,2.0,1.0,5.0,4.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.764705882352941,3.5555555555555554,,3.0,4.0,0.0,3.0,0
10980116,1098,15.16130553058321,2.0,16.08,0,2,2.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.764705882352941,3.5555555555555554,,3.0,4.0,0.0,3.0,0
10980117,1098,15.16130553058321,1.0,13.17,0,2,5.0,1.0,1.0,1.0,2.75,1.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,4.0,3.0,4.0,4.0,1.0,2.0,3.764705882352941,3.5555555555555554,,3.0,4.0,0.0,3.0,0
10980118,1098,15.16130553058321,3.0,13.5,0,4,5.0,1.0,1.0,2.0,3.25,2.0,2.0,3.0,1.0,4.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.764705882352941,3.5555555555555554,,3.0,4.0,0.0,3.0,0
10980119,1098,15.16130553058321,3.0,14.42,0,4,2.5,1.0,1.0,3.0,1.25,2.0,2.0,4.0,4.0,2.0,2.0,1.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,3.764705882352941,3.5555555555555554,,3.0,4.0,0.0,3.0,0
10980120,1098,15.16130553058321,3.0,12.75,0,2,5.0,1.0,1.0,4.0,3.5,2.0,1.0,3.0,2.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,3.764705882352941,3.5555555555555554,,3.0,4.0,0.0,3.0,0
10990101,1099,18.81020263783784,2.0,14.17,1,2,5.0,1.0,1.0,2.0,2.75,2.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,3.1,3.35,2.0,4.0,5.0,0.0,4.0,0
10990102,1099,18.81020263783784,1.0,13.92,1,2,4.5,3.0,1.0,1.0,2.75,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,3.1,3.35,2.0,4.0,5.0,0.0,4.0,0
10990103,1099,18.81020263783784,3.0,14.17,1,2,5.0,1.0,1.0,1.0,2.75,2.0,3.0,2.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,3.1,3.35,2.0,4.0,5.0,0.0,4.0,0
10990104,1099,18.81020263783784,2.0,13.75,0,2,3.0,1.0,5.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,1.0,4.0,2.0,3.1,3.35,2.0,4.0,5.0,0.0,4.0,0
10990105,1099,18.81020263783784,,14.58,0,2,5.0,1.0,1.0,1.0,2.5,,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.1,3.35,2.0,4.0,5.0,0.0,4.0,0
10990106,1099,18.81020263783784,1.0,14.42,0,2,5.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,4.0,4.0,1.0,1.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,3.1,3.35,2.0,4.0,5.0,0.0,4.0,0
10990107,1099,18.81020263783784,1.0,13.75,0,2,5.0,1.0,1.0,2.0,2.75,2.0,3.0,2.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,4.0,1.0,3.0,4.0,3.1,3.35,2.0,4.0,5.0,0.0,4.0,0
10990108,1099,18.81020263783784,2.0,15.67,0,2,5.0,3.0,1.0,4.0,2.75,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.1,3.35,2.0,4.0,5.0,0.0,4.0,0
10990109,1099,18.81020263783784,3.0,14.17,0,2,5.0,1.0,1.0,1.0,3.25,3.0,2.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,3.1,3.35,2.0,4.0,5.0,0.0,4.0,0
10990110,1099,18.81020263783784,3.0,13.67,0,2,5.0,1.0,1.0,3.0,2.75,1.0,2.0,4.0,3.0,3.0,2.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,1.0,3.1,3.35,2.0,4.0,5.0,0.0,4.0,0
10990111,1099,18.81020263783784,2.0,13.92,1,2,4.0,1.0,1.0,2.0,3.25,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.1,3.35,2.0,4.0,5.0,0.0,4.0,0
10990112,1099,18.81020263783784,3.0,14.0,1,2,5.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,3.1,3.35,2.0,4.0,5.0,0.0,4.0,0
10990113,1099,18.81020263783784,1.0,14.42,1,2,5.0,1.0,1.0,3.0,3.25,2.0,1.0,3.0,2.0,3.0,1.0,1.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.1,3.35,2.0,4.0,5.0,0.0,4.0,0
10990114,1099,18.81020263783784,3.0,14.08,1,2,5.0,1.0,1.0,1.0,2.5,2.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.1,3.35,2.0,4.0,5.0,0.0,4.0,0
10990115,1099,18.81020263783784,2.0,13.42,1,4,5.0,1.0,1.0,3.0,2.25,2.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.1,3.35,2.0,4.0,5.0,0.0,4.0,0
10990116,1099,18.81020263783784,2.0,14.5,1,2,4.0,1.0,1.0,3.0,2.75,2.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.1,3.35,2.0,4.0,5.0,0.0,4.0,0
10990117,1099,18.81020263783784,2.0,13.58,1,2,4.5,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,3.1,3.35,2.0,4.0,5.0,0.0,4.0,0
10990118,1099,18.81020263783784,2.0,14.08,0,2,4.0,3.0,1.0,2.0,3.5,3.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,3.1,3.35,2.0,4.0,5.0,0.0,4.0,0
10990119,1099,18.81020263783784,3.0,13.25,0,2,3.5,4.0,1.0,3.0,2.25,2.0,3.0,4.0,4.0,1.0,4.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,3.1,3.35,2.0,4.0,5.0,0.0,4.0,0
10990120,1099,18.81020263783784,1.0,14.67,0,2,5.0,1.0,1.0,3.0,2.75,3.0,3.0,3.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.1,3.35,2.0,4.0,5.0,0.0,4.0,0
11000101,1100,23.5694100972973,1.0,14.58,0,2,4.5,1.0,5.0,1.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.1666666666666665,3.1666666666666665,2.0,3.0,5.0,0.0,1.0,1
11000102,1100,23.5694100972973,2.0,13.08,0,2,5.0,2.0,5.0,1.0,2.75,2.0,2.0,4.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,1.0,3.1666666666666665,3.1666666666666665,2.0,3.0,5.0,0.0,1.0,1
11000105,1100,23.5694100972973,3.0,14.58,1,2,2.5,1.0,5.0,2.0,3.5,3.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,,4.0,3.0,3.1666666666666665,3.1666666666666665,2.0,3.0,5.0,0.0,1.0,1
11000108,1100,23.5694100972973,3.0,13.83,1,2,5.0,4.0,5.0,2.0,2.75,2.0,1.0,3.0,1.0,4.0,1.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,1.0,3.1666666666666665,3.1666666666666665,2.0,3.0,5.0,0.0,1.0,1
11000111,1100,23.5694100972973,2.0,14.0,0,2,4.0,1.0,5.0,1.0,2.25,3.0,4.0,1.0,4.0,3.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,3.0,3.0,3.1666666666666665,3.1666666666666665,2.0,3.0,5.0,0.0,1.0,1
11000113,1100,23.5694100972973,1.0,13.75,0,2,3.5,3.0,5.0,4.0,3.25,2.0,2.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.1666666666666665,3.1666666666666665,2.0,3.0,5.0,0.0,1.0,1
11000115,1100,23.5694100972973,2.0,14.33,1,2,4.0,1.0,5.0,,2.5,2.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.1666666666666665,3.1666666666666665,2.0,3.0,5.0,0.0,1.0,1
11000116,1100,23.5694100972973,2.0,13.92,1,2,5.0,1.0,2.0,1.0,2.5,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.1666666666666665,3.1666666666666665,2.0,3.0,5.0,0.0,1.0,1
11000118,1100,23.5694100972973,3.0,14.08,0,2,5.0,,5.0,1.0,3.0,1.0,4.0,3.0,2.0,,3.0,,4.0,3.0,2.0,3.0,4.0,1.0,3.0,2.0,3.0,3.1666666666666665,3.1666666666666665,2.0,3.0,5.0,0.0,1.0,1
11000119,1100,23.5694100972973,3.0,13.58,0,2,3.0,1.0,5.0,1.0,3.25,3.0,2.0,3.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,3.1666666666666665,3.1666666666666665,2.0,3.0,5.0,0.0,1.0,1
11010102,1101,15.38151194,2.0,13.33,1,2,3.5,3.0,1.0,2.0,2.25,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.4705882352941178,,,,,,0
11010103,1101,15.38151194,2.0,13.92,0,2,5.0,1.0,1.0,2.0,2.5,2.0,2.0,3.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,3.4705882352941178,,,,,,0
11010104,1101,15.38151194,2.0,14.0,1,4,4.0,3.0,2.0,2.0,2.25,2.0,2.0,4.0,1.0,4.0,1.0,1.0,3.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.4705882352941178,,,,,,0
11010105,1101,15.38151194,2.0,13.75,0,2,1.0,4.0,1.0,0.0,2.5,2.0,4.0,3.0,3.0,4.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.4705882352941178,,,,,,0
11010106,1101,15.38151194,1.0,13.17,1,2,5.0,3.0,1.0,2.0,2.5,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.4705882352941178,,,,,,0
11010107,1101,15.38151194,3.0,13.58,0,2,5.0,1.0,5.0,2.0,3.25,2.0,2.0,3.0,4.0,3.0,1.0,1.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,3.4705882352941178,,,,,,0
11010108,1101,15.38151194,2.0,13.33,1,2,4.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,4.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,3.4705882352941178,,,,,,0
11010109,1101,15.38151194,2.0,14.42,1,2,5.0,2.0,1.0,2.0,2.75,2.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,4.0,2.0,3.0,3.4705882352941178,,,,,,0
11010111,1101,15.38151194,3.0,14.0,0,2,5.0,1.0,1.0,2.0,3.25,1.0,1.0,4.0,1.0,4.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.4705882352941178,,,,,,0
11010114,1101,15.38151194,2.0,13.5,0,2,4.5,1.0,4.0,1.0,2.75,3.0,3.0,3.0,3.0,4.0,1.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.4705882352941178,,,,,,0
11010115,1101,15.38151194,2.0,13.0,1,2,4.5,1.0,5.0,2.0,2.75,3.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,3.4705882352941178,,,,,,0
11010117,1101,15.38151194,3.0,13.92,1,2,5.0,1.0,5.0,3.0,2.5,1.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,4.0,3.0,3.4705882352941178,,,,,,0
11010118,1101,15.38151194,2.0,13.5,1,2,4.0,1.0,5.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,3.4705882352941178,,,,,,0
11010119,1101,15.38151194,3.0,14.0,0,2,5.0,1.0,1.0,1.0,2.5,2.0,2.0,4.0,3.0,4.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.4705882352941178,,,,,,0
11010120,1101,15.38151194,2.0,13.83,1,2,5.0,1.0,5.0,2.0,2.5,2.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.4705882352941178,,,,,,0
11020101,1102,23.06346402027027,2.0,13.5,0,2,4.0,2.0,3.0,2.0,3.0,,2.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.85,3.6,3.0,4.0,5.0,0.0,2.0,0
11020103,1102,23.06346402027027,,13.92,0,2,5.0,,2.0,1.0,2.5,,,,,,,,,3.0,,,,3.0,,,,3.85,3.6,3.0,4.0,5.0,0.0,2.0,0
11020104,1102,23.06346402027027,,13.75,0,2,4.0,1.0,4.0,1.0,3.0,1.0,1.0,3.0,1.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,1.0,3.85,3.6,3.0,4.0,5.0,0.0,2.0,0
