IDSTUD,IDSCHOOL,TOTWGTS,IS18C_plan_capacity,ASDAGE,SEX_female,IS34_lang,prnt_ed_M,IS17G_miss_meals,IS01_prop_sch_time,IS09_comm_modes,IS21_teach_sup,IS18E_adult_help,IS14A,IS14C,IS14K,IS17A,IS17C,IS17E,IS25A,IS25B,IS25C,IS25D,IS25E,IS25F,IS25G,IS25H,IS25J
11190113,1119,27.96780647432433,2,13.58,1,2,4,2,1,1,2.75,2,2,3,3,2,2,2,2,2,2,3,3,3,3,3,3
11190115,1119,27.96780647432433,2,14.42,0,2,4.5,1,4,1,2.25,2,2,3,2,4,3,2,3,2,3,2,2,2,2,2,2
11190116,1119,27.96780647432433,3,14.25,0,2,5,,1,4,3.6666667,3,2,,,,,,4,4,4,3,2,1,1,4,4
11190117,1119,27.96780647432433,2,13.42,0,2,5,1,2,1,2.75,2,1,4,2,4,1,1,2,2,3,2,2,2,2,3,2
11190118,1119,27.96780647432433,3,14.92,0,4,4,4,5,2,2.5,2,1,,3,2,3,4,4,4,4,4,4,4,3,4,4
11190119,1119,27.96780647432433,1,14.42,0,2,5,1,2,1,2.25,2,2,4,4,4,1,1,3,2,2,3,3,2,3,3,2
11190120,1119,27.96780647432433,2,14,1,2,3.5,1,4,1,2.75,2,2,3,2,4,1,1,3,2,3,1,2,2,1,2,2
11200101,1120,36.57540486486486,3,13.67,0,2,3,2,5,1,3,,4,4,4,1,1,1,4,3,4,3,4,3,4,3,3
11200102,1120,36.57540486486486,2,14,0,2,4.5,1,5,1,2.75,2,2,3,1,2,2,1,3,3,3,1,1,1,3,2,3
11200104,1120,36.57540486486486,3,14.08,1,2,5,1,3,1,2.25,2,4,2,3,2,1,3,2,2,2,3,3,3,2,3,3
11200105,1120,36.57540486486486,2,14.42,0,2,5,1,5,2,2.75,2,3,3,4,3,1,1,3,2,1,1,1,1,3,3,4
11200106,1120,36.57540486486486,1,13.5,1,2,4,1,5,1,2.5,2,2,2,4,3,3,1,2,2,2,3,3,3,2,3,4
11200108,1120,36.57540486486486,3,13.92,1,4,5,1,1,2,2.5,2,1,4,1,4,3,1,2,2,3,3,2,3,4,3,1
11200109,1120,36.57540486486486,,14.58,0,2,,,1,,,,,,,,,,,,,,,,,,
11200110,1120,36.57540486486486,2,13.83,0,2,4.5,1,5,2,3,3,2,2,2,3,2,2,4,4,4,4,4,4,4,4,4
11200111,1120,36.57540486486486,3,14.92,1,2,3.5,1,4,2,3,2,2,3,2,4,1,1,2,2,4,3,3,3,2,3,4
11200112,1120,36.57540486486486,1,13.67,0,2,5,3,4,2,3,2,2,3,3,3,3,2,2,2,2,3,3,3,2,3,4
11200114,1120,36.57540486486486,1,13.92,1,2,5,1,4,1,2.5,1,3,3,4,3,2,2,1,1,1,3,3,3,3,2,4
11200115,1120,36.57540486486486,,14,1,2,,,4,,,,,,,,,,,,,,,,,,
11200116,1120,36.57540486486486,,13.92,0,2,,,5,,,,,,,,,,,,,,,,,,
11200117,1120,36.57540486486486,2,13.83,1,2,,1,1,1,2.5,2,,2,3,3,1,1,2,2,2,2,4,4,4,2,3
11200119,1120,36.57540486486486,3,13.42,1,2,5,1,1,2,2.75,2,2,3,3,3,1,1,3,2,2,3,3,3,3,3,3
11200120,1120,36.57540486486486,1,13.92,0,2,4,1,5,2,2.75,3,3,2,3,4,1,1,2,2,2,2,3,3,2,3,3
11210102,1121,31.94186083783783,1,13.67,0,2,5,3,5,4,3.25,2,1,4,1,4,1,1,4,4,4,4,4,4,4,4,4
11210104,1121,31.94186083783783,1,13,1,2,5,2,4,3,3.25,2,3,2,3,3,1,2,2,2,2,3,2,2,2,3,4
11210106,1121,31.94186083783783,1,13.25,0,2,,1,5,3,2,2,3,2,3,2,1,1,2,2,2,2,2,2,2,2,2
11210107,1121,31.94186083783783,2,14,1,2,5,2,1,3,2.75,1,3,2,2,3,1,1,3,3,3,3,3,3,2,3,3
11210109,1121,31.94186083783783,1,13.83,0,2,4,1,5,1,2.5,2,2,3,4,1,2,2,2,4,2,3,2,2,1,3,4
11210110,1121,31.94186083783783,2,13.67,1,2,5,1,5,1,3,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2
11210111,1121,31.94186083783783,2,13.5,0,2,5,1,4,1,3.25,2,2,3,2,4,1,1,2,2,4,2,2,2,1,3,1
11210112,1121,31.94186083783783,2,12.75,1,2,3,1,4,3,3.25,2,1,3,2,2,1,1,2,3,2,2,2,2,2,3,2
11210113,1121,31.94186083783783,2,13.67,0,2,4,3,4,3,2.75,2,2,4,4,4,1,2,4,2,1,4,4,4,3,4,4
11210114,1121,31.94186083783783,,13.92,1,2,5,1,5,3,4,,2,3,,4,1,1,3,4,,3,3,2,2,3,2
11210116,1121,31.94186083783783,3,13.67,1,2,4.5,2,2,2,2.25,3,3,2,4,3,2,3,2,1,3,3,4,3,2,4,3
11210117,1121,31.94186083783783,3,14.67,0,2,3.5,4,5,3,3.25,3,3,3,4,4,2,2,3,4,2,4,4,4,1,4,4
11210118,1121,31.94186083783783,2,14,1,2,4,1,5,2,2.75,2,3,2,3,3,1,2,3,3,3,3,3,3,3,3,3
11210120,1121,31.94186083783783,2,14.08,1,2,,3,5,2,3,1,2,2,4,4,1,2,4,2,2,3,3,2,2,3,4
11230101,1123,27.36030032432432,1,14.33,1,2,3.5,1,2,2,3,2,2,3,4,2,2,1,2,1,2,3,2,2,1,3,3
11230102,1123,27.36030032432432,1,13.42,0,2,,1,3,3,3,1,3,3,,4,1,4,,,,,,,,,
11230103,1123,27.36030032432432,,15,0,2,2.5,1,2,4,3.75,3,2,3,4,4,4,1,4,4,4,1,1,1,1,3,2
11230104,1123,27.36030032432432,1,14.67,0,2,3,1,2,3,2.25,3,2,2,3,3,2,2,3,3,3,2,2,3,2,3,3
11230105,1123,27.36030032432432,3,13.67,1,2,4,1,3,1,3.25,2,1,3,2,3,1,1,3,3,3,2,4,3,2,4,3
11230106,1123,27.36030032432432,3,15.33,0,4,5,1,4,2,3,2,2,2,2,4,3,1,3,3,3,3,2,2,1,3,2
11230107,1123,27.36030032432432,3,14.08,1,2,3,1,2,2,2.25,3,2,2,2,2,2,1,3,3,3,2,3,3,2,3,3
11230108,1123,27.36030032432432,2,13.92,0,2,4.5,3,2,1,2.25,3,2,2,3,2,3,2,3,3,3,2,2,2,2,4,2
11230109,1123,27.36030032432432,1,15.42,0,4,5,1,1,2,2.75,2,3,3,3,4,1,2,3,2,3,3,4,3,3,3,3
11230110,1123,27.36030032432432,3,13.83,1,2,5,1,4,2,3,2,2,3,3,3,1,2,3,2,2,4,4,3,2,4,2
11230111,1123,27.36030032432432,1,15.75,0,2,4,3,1,2,2.5,2,2,3,3,3,1,1,1,1,2,2,2,3,2,3,2
11230112,1123,27.36030032432432,1,14.33,1,4,4.5,2,3,2,1.5,3,3,2,3,4,2,2,1,2,1,3,3,4,4,2,2
11230113,1123,27.36030032432432,2,13.92,0,2,4,1,3,2,3.25,2,2,3,2,4,1,1,2,3,3,3,2,2,2,2,2
11230114,1123,27.36030032432432,3,14.25,0,4,3.5,1,1,2,2.75,1,4,4,2,3,2,2,3,2,3,3,2,2,2,4,2
11230115,1123,27.36030032432432,3,14.17,1,2,3,2,2,1,2.25,2,3,3,1,4,2,2,1,2,1,1,1,1,4,2,2
11230116,1123,27.36030032432432,1,14.17,0,2,4,4,1,2,2.5,3,3,2,4,4,4,3,3,2,2,4,4,4,4,4,4
11230117,1123,27.36030032432432,3,14.17,1,2,3,1,1,2,2.5,2,2,2,2,4,1,1,2,2,2,3,2,2,3,3,3
11230118,1123,27.36030032432432,1,13.83,0,2,5,1,1,2,2.5,3,3,2,4,4,2,2,2,2,3,4,4,4,1,3,4
11230119,1123,27.36030032432432,3,14.75,0,2,2.5,4,5,4,2.75,3,2,3,2,4,2,4,3,3,3,3,3,3,3,3,3
11230120,1123,27.36030032432432,1,14.25,0,2,4,1,1,2,3,2,4,3,4,1,3,4,4,2,3,4,4,4,1,4,4
11240101,1124,115.9726979800853,2,13.25,1,2,5,1,5,3,3.25,2,1,3,2,4,1,1,2,2,3,2,2,2,2,2,2
11240102,1124,115.9726979800853,2,15,0,2,4.5,1,3,2,2.75,2,2,4,1,2,3,2,4,4,4,3,2,1,2,2,1
11240103,1124,115.9726979800853,2,14.17,1,2,5,1,1,2,2.75,2,2,4,2,3,2,1,4,2,3,3,4,2,2,4,4
11240104,1124,115.9726979800853,2,14.67,0,2,5,1,4,1,3,2,2,3,2,3,3,1,2,2,2,2,3,2,2,3,3
11240105,1124,115.9726979800853,2,13.42,0,2,5,4,4,2,2.75,2,2,3,3,4,4,2,3,2,3,3,2,2,2,3,3
11240106,1124,115.9726979800853,2,13.75,1,2,4.5,,1,,,2,,,,,,,,,,,,,,,
11240107,1124,115.9726979800853,2,13.75,1,2,,1,1,2,2.5,2,2,3,2,3,2,1,3,3,3,2,4,2,3,2,2
11240108,1124,115.9726979800853,2,14.33,0,2,,3,1,4,2.75,2,,,3,3,3,3,3,3,3,3,3,3,3,3,3
11240109,1124,115.9726979800853,2,13.75,1,2,4,1,5,2,3,2,2,3,3,3,2,1,2,2,2,2,2,2,2,3,3
11240111,1124,115.9726979800853,2,13.83,1,2,5,1,5,1,2.5,2,2,2,3,4,1,1,2,2,3,2,2,3,3,3,2
11240112,1124,115.9726979800853,1,13.33,0,2,4.5,1,1,2,2.75,2,4,3,4,3,2,2,1,1,2,2,2,2,2,3,2
11240113,1124,115.9726979800853,2,14,0,2,4,1,1,2,2.5,2,2,3,3,3,1,1,2,2,2,3,3,4,2,3,3
11240114,1124,115.9726979800853,2,13.75,1,2,4,2,5,0,3.25,2,2,3,3,4,2,1,3,3,3,2,2,2,2,3,4
11240115,1124,115.9726979800853,,13.58,0,2,,,5,1,,,2,3,,,,,,,,,,,,,
11240116,1124,115.9726979800853,2,13.33,0,2,,1,3,2,2.75,2,2,3,3,3,,2,3,3,3,3,3,3,3,3,3
11240117,1124,115.9726979800853,2,13.5,0,2,5,1,3,4,3,2,2,3,4,1,2,1,4,4,4,2,2,2,2,2,2
11240118,1124,115.9726979800853,2,13.5,0,2,4.5,1,1,2,2.75,2,3,3,3,4,2,1,4,3,4,2,2,2,2,2,3
11240119,1124,115.9726979800853,,14.42,1,2,,,2,,,,,,,,,,,,,,,,,,
11240120,1124,115.9726979800853,2,13.67,1,2,4.5,1,3,2,3.75,2,2,3,4,4,1,1,2,2,1,3,1,2,4,4,4
11250101,1125,9.35333828181818,3,12,0,1,4,2,1,4,2.75,3,2,2,3,2,2,3,3,2,3,3,3,3,3,3,3
11250102,1125,9.35333828181818,1,13.5,0,1,3.5,1,1,1,3.5,3,3,3,3,2,3,1,3,3,2,2,2,2,2,2,3
11250103,1125,9.35333828181818,3,12.08,0,1,3.5,2,1,1,3.25,2,2,2,2,4,2,2,4,3,3,2,3,3,3,3,1
11250104,1125,9.35333828181818,2,12.67,0,1,4,2,1,3,2.75,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3
11250105,1125,9.35333828181818,2,13,0,1,2.5,4,1,2,2.75,3,3,3,3,3,3,2,3,2,2,2,2,2,3,4,4
11250106,1125,9.35333828181818,2,13.42,0,1,3,1,1,1,2.75,2,2,2,2,3,1,1,2,2,2,4,3,4,3,4,2
11250107,1125,9.35333828181818,3,13.42,0,1,4,3,1,2,3,1,2,3,3,2,4,2,3,4,3,4,1,2,4,4,4
11250108,1125,9.35333828181818,2,12,0,1,4,3,1,1,2.5,1,4,2,4,1,2,4,3,4,4,4,4,3,4,4,4
11250109,1125,9.35333828181818,3,12.17,0,1,1,3,1,3,3.25,3,3,3,3,1,2,2,4,3,4,2,3,2,1,3,1
11250110,1125,9.35333828181818,2,13.42,0,1,4,2,1,2,3,2,2,3,2,4,1,2,3,2,2,3,3,2,3,3,3
11250111,1125,9.35333828181818,1,13.58,0,1,4.5,3,,1,3.25,3,4,1,3,1,2,3,1,2,2,3,3,3,2,4,3
11250112,1125,9.35333828181818,2,12,0,1,4.5,3,1,4,2.75,2,2,4,3,3,3,3,3,4,3,3,3,3,3,3,3
11250113,1125,9.35333828181818,2,13.42,0,1,3,1,1,2,3.75,3,1,2,2,4,1,2,3,3,4,3,2,2,3,3,2
11250114,1125,9.35333828181818,3,12.17,0,1,3,2,1,2,3,3,3,3,4,4,1,2,3,2,1,4,4,2,4,4,3
11250115,1125,9.35333828181818,3,13.42,0,1,4,1,1,2,3.5,3,2,2,2,4,2,1,2,2,2,2,2,2,2,3,2
11250116,1125,9.35333828181818,2,12.08,0,1,5,2,1,2,2.75,1,4,4,3,3,1,2,4,4,4,4,3,2,2,4,2
11250117,1125,9.35333828181818,1,13.58,0,1,5,4,1,3,3.25,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4
11250118,1125,9.35333828181818,3,12.17,0,1,3,1,1,3,2.75,3,2,3,3,3,1,1,2,2,2,2,3,3,3,3,3
11250119,1125,9.35333828181818,2,13.83,0,1,4.5,4,1,3,2.75,2,3,2,3,4,4,4,3,3,3,3,3,3,3,3,3
11250120,1125,9.35333828181818,2,12,0,1,4,4,1,2,2.75,2,3,2,2,4,4,4,2,2,2,2,2,2,2,2,2
11260101,1126,15.88602525,2,13.08,1,1,3,4,1,0,2.5,2,3,4,4,4,4,3,3,2,3,3,3,3,3,3,3
11260102,1126,15.88602525,2,16.17,1,1,3.5,3,5,3,2.5,2,3,3,3,2,2,2,2,3,2,3,3,2,3,2,3
11260103,1126,15.88602525,1,13.42,1,1,5,3,1,1,3,2,1,3,1,2,4,1,4,2,3,2,2,2,2,3,2
11260104,1126,15.88602525,1,13.42,1,1,3,1,1,1,3.25,2,3,3,3,4,2,1,3,2,4,2,1,2,3,2,2
11260105,1126,15.88602525,2,13.67,1,1,3,2,1,3,2.75,3,4,4,3,1,2,2,3,3,3,2,3,3,3,3,3
11260106,1126,15.88602525,3,13.42,1,1,3,3,1,3,2.75,2,1,4,3,3,3,1,3,3,3,2,3,2,2,3,2
11260107,1126,15.88602525,3,12.92,1,1,2,2,1,2,2.75,3,3,3,3,1,3,2,4,4,4,3,3,3,4,4,4
11260108,1126,15.88602525,2,13.25,1,1,2,3,1,1,3,2,3,3,3,2,3,3,3,2,2,3,4,3,4,3,2
11260109,1126,15.88602525,2,13.83,1,1,3,4,1,4,3.5,3,3,3,3,4,2,1,3,3,3,3,3,3,3,3,3
11260110,1126,15.88602525,3,13.58,1,1,3.5,1,3,1,3,2,3,3,3,4,2,3,3,2,4,3,4,3,4,4,3
11260111,1126,15.88602525,3,13.5,1,1,3,1,1,3,3.25,3,3,4,3,4,4,1,,,,,,,,,
11260112,1126,15.88602525,,13.17,1,1,5,,1,1,3.25,,3,4,3,,,,3,2,4,2,2,4,4,3,3
11260113,1126,15.88602525,3,12.92,1,1,3,1,5,3,2.5,1,1,4,2,3,2,1,4,4,4,2,2,2,3,3,2
11260114,1126,15.88602525,3,13.75,1,1,4,3,1,2,2.75,3,2,3,2,3,3,3,4,4,4,1,4,3,1,4,2
11260115,1126,15.88602525,1,13.25,1,1,5,1,1,2,2.5,3,3,3,3,3,2,1,3,2,2,3,3,2,3,3,2
11260116,1126,15.88602525,3,12.92,1,1,3,1,5,4,3.25,3,3,3,4,4,1,1,3,3,3,2,2,3,2,4,2
11260117,1126,15.88602525,1,13.25,1,1,4.5,2,1,1,2.75,2,2,2,3,3,1,4,3,3,3,1,2,1,2,2,2
11260118,1126,15.88602525,3,13.25,1,1,2,1,1,,3.75,1,2,3,3,2,1,1,4,2,2,3,3,3,3,4,2
11260119,1126,15.88602525,2,12.92,1,1,4,2,1,1,2.75,2,3,2,3,2,2,1,3,2,3,3,2,2,2,4,3
11260120,1126,15.88602525,2,13.33,1,1,1.5,3,1,4,2.75,2,3,3,2,2,1,3,2,2,2,2,2,2,2,,2
11270101,1127,13.48020846464647,1,13.58,0,1,3,3,5,4,3.25,2,2,2,3,3,3,3,3,2,2,3,3,3,3,3,2
11270102,1127,13.48020846464647,2,13.83,0,1,5,4,1,4,2.75,3,2,3,3,4,4,4,3,3,3,3,3,3,3,3,3
11270103,1127,13.48020846464647,2,12.92,0,1,3,1,1,3,1,3,3,4,4,1,1,,3,3,3,3,3,3,3,3,3
11270104,1127,13.48020846464647,,12.17,0,1,5,,,,2,,,,3,,,,2,2,2,3,3,3,2,3,1
11270105,1127,13.48020846464647,,13.83,0,1,5,,,,2,,,,3,,,,3,3,2,3,3,3,2,3,2
11270106,1127,13.48020846464647,,12.17,0,1,3.5,,,,,,,,,,,,,,,,,,,,
11270107,1127,13.48020846464647,1,13,0,1,3,2,1,4,3.25,3,1,3,3,3,3,1,3,3,3,3,3,2,2,3,2
11270108,1127,13.48020846464647,,13.83,0,1,3,,,4,3.5,,1,4,3,,,,4,4,4,4,4,4,4,4,4
11270109,1127,13.48020846464647,3,13.33,0,1,2,1,1,2,2.5,3,2,2,2,2,1,1,2,2,2,2,2,2,3,2,2
11270110,1127,13.48020846464647,2,13.83,0,1,5,4,5,4,3.75,3,2,3,3,4,4,4,2,4,4,4,4,2,4,4,4
11270112,1127,13.48020846464647,1,13.25,0,1,3,3,5,4,3.25,2,2,3,2,3,4,2,4,4,4,4,3,2,2,4,2
11270113,1127,13.48020846464647,2,12.17,0,1,3,1,5,1,2.75,3,2,2,2,1,2,2,2,2,3,3,3,2,2,2,2
11270114,1127,13.48020846464647,1,13.83,0,1,4,1,1,1,2.6666667,3,2,2,2,4,1,1,2,2,2,2,3,2,,4,2
11270115,1127,13.48020846464647,2,13,0,1,3,,5,2,2.5,2,3,3,3,,,,3,3,3,3,3,3,3,3,3
11270117,1127,13.48020846464647,1,14.67,0,1,3.5,1,1,0,3.5,3,3,3,4,4,2,1,4,3,3,2,4,2,1,3,3
11270118,1127,13.48020846464647,2,12,0,1,2,3,5,,3.25,2,3,4,3,4,1,1,4,4,4,2,2,2,2,3,2
11270119,1127,13.48020846464647,2,13.58,0,1,4.5,3,5,2,3.25,2,3,3,4,4,2,2,3,1,3,2,3,3,3,4,3
11270120,1127,13.48020846464647,1,13.42,0,1,4.5,1,,,3.5,1,2,2,3,1,1,1,4,4,4,4,3,3,2,3,2
11280101,1128,13.95981457754011,2,13.83,0,1,4,2,1,2,2.5,2,3,3,3,4,4,3,3,2,2,3,3,2,3,3,3
11280102,1128,13.95981457754011,2,13.33,0,1,1.5,2,1,4,2.75,2,3,3,3,1,1,1,2,2,2,3,3,3,2,3,2
11280103,1128,13.95981457754011,2,11.08,0,1,5,4,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11280104,1128,13.95981457754011,3,13.75,0,1,1.5,1,3,3,2,3,4,2,1,1,2,1,,,,,,,,,
11280106,1128,13.95981457754011,1,13.67,0,1,3,1,5,1,3.25,3,3,2,4,2,1,3,2,2,2,3,3,2,4,2,2
11280107,1128,13.95981457754011,2,12.08,0,1,4.5,2,1,3,2.75,3,3,2,3,4,1,2,3,3,3,3,3,3,3,3,3
11280108,1128,13.95981457754011,2,13.67,0,1,4,1,2,3,3,2,1,3,3,4,2,3,4,3,3,3,3,2,3,4,1
11280109,1128,13.95981457754011,1,13.75,0,1,3.5,3,1,2,2.75,2,2,3,4,2,2,1,2,2,1,4,3,3,2,3,4
11280110,1128,13.95981457754011,2,13.25,0,1,3,2,1,3,3.5,2,1,4,2,3,1,3,3,2,2,2,2,2,2,3,2
11280112,1128,13.95981457754011,2,13.67,0,1,3,2,1,3,3.25,3,1,2,1,4,2,1,4,3,3,3,2,2,2,3,2
11280113,1128,13.95981457754011,1,13.33,0,1,3,3,1,1,3,2,3,3,4,1,4,2,4,3,4,4,2,4,3,3,3
11280114,1128,13.95981457754011,2,13.58,0,1,3.5,,1,,,2,,,,,,,3,1,1,3,3,2,3,2,3
11280116,1128,13.95981457754011,2,13.33,0,1,3.5,4,1,3,2.75,3,3,3,4,3,2,4,4,4,4,4,4,3,4,,4
11280117,1128,13.95981457754011,3,13.83,0,1,3,2,1,2,2,2,3,3,4,4,4,4,3,2,4,4,4,4,4,4,4
11280118,1128,13.95981457754011,2,13.42,0,1,3,3,1,2,2,2,3,3,3,3,1,2,2,1,2,4,4,4,3,4,4
11280119,1128,13.95981457754011,2,12.17,0,1,3.5,3,1,0,3,3,3,2,3,2,1,1,2,2,2,3,4,4,1,2,4
11280120,1128,13.95981457754011,2,13.67,0,1,5,1,2,1,2.75,2,3,3,3,1,3,2,3,3,3,4,4,3,2,3,2
11300101,1130,17.12496070909091,3,13.5,0,1,2,2,5,3,3,3,2,2,4,2,1,2,4,4,4,4,4,4,4,4,4
11300102,1130,17.12496070909091,2,13.25,0,1,3,3,1,4,3.25,3,2,4,2,4,1,1,4,4,4,2,2,2,3,3,2
11300103,1130,17.12496070909091,1,12.17,0,1,5,4,1,1,2.75,1,3,2,3,1,1,2,2,3,2,2,3,2,3,3,2
11300104,1130,17.12496070909091,3,13.25,0,1,4,3,1,0,3.25,2,1,1,1,1,2,4,3,3,3,3,3,2,2,2,3
11300105,1130,17.12496070909091,1,12.17,0,1,2,4,1,1,3.25,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4
11300106,1130,17.12496070909091,2,13.17,0,1,2.5,4,1,3,2.75,2,2,3,3,2,1,2,4,3,1,4,3,3,4,2,2
11300107,1130,17.12496070909091,2,13.83,0,1,2.5,1,1,3,3.5,2,2,3,1,4,2,1,3,2,3,2,2,2,2,3,1
11300108,1130,17.12496070909091,3,13,0,1,3,1,5,0,1,1,2,3,4,4,1,1,3,3,4,4,4,4,4,4,4
11300109,1130,17.12496070909091,2,13,0,1,5,2,1,0,3.5,2,3,3,3,1,2,2,4,3,3,3,2,2,1,2,3
11300110,1130,17.12496070909091,1,12.92,0,1,5,4,1,3,3.5,3,3,4,3,3,1,2,1,1,1,1,1,2,4,4,4
11300111,1130,17.12496070909091,2,12.33,0,1,3,4,1,1,3.25,3,3,3,2,4,1,2,4,3,3,2,3,2,3,2,2
11300112,1130,17.12496070909091,1,13.83,0,1,1,1,1,2,3,3,1,2,4,3,1,3,3,4,3,4,2,4,3,3,4
11300113,1130,17.12496070909091,2,12.08,0,1,4,3,1,4,2.25,2,2,3,3,2,1,2,1,3,2,4,3,4,4,4,2
11300114,1130,17.12496070909091,3,13,0,1,4,1,1,3,3,3,2,1,3,2,4,1,1,1,2,3,1,1,2,4,1
11300115,1130,17.12496070909091,1,12.08,0,1,3,2,1,1,3,3,2,2,2,4,3,1,2,3,2,2,2,2,2,3,2
11300116,1130,17.12496070909091,2,13.08,0,1,2,2,1,4,3.25,2,2,2,1,2,2,2,4,4,4,3,3,2,3,3,2
11300117,1130,17.12496070909091,2,13.08,0,1,1.5,2,1,4,3.25,2,2,3,1,4,1,1,4,4,4,2,3,2,3,3,2
11300118,1130,17.12496070909091,2,12.17,0,1,1,3,1,4,3.25,2,2,2,2,3,3,3,4,4,4,2,2,2,3,3,2
11300119,1130,17.12496070909091,2,13.83,0,1,4,1,1,2,3.5,2,3,4,3,3,1,1,3,3,3,3,2,2,3,3,2
11300120,1130,17.12496070909091,1,12.83,0,1,3,2,1,1,2.75,3,2,2,4,2,3,2,4,2,3,4,3,3,4,2,4
11310101,1131,27.32141563636364,,13.58,0,1,1,,5,0,,,,,,1,,,,,,,,,,,
11310102,1131,27.32141563636364,3,13.33,0,1,3,1,1,1,2.75,3,2,3,2,3,2,1,3,2,2,2,2,2,2,2,1
11310103,1131,27.32141563636364,3,12.17,0,1,4.5,1,1,4,3.75,2,2,3,2,4,2,1,3,4,3,2,2,3,1,4,2
11310104,1131,27.32141563636364,,13.08,0,1,,,1,2,,,,,,,,,,,,,,,,,
11310105,1131,27.32141563636364,3,13.33,0,1,5,1,2,2,2.5,1,3,1,4,2,1,1,3,1,2,4,2,2,3,4,1
11310106,1131,27.32141563636364,,13.67,0,1,1,,5,0,3,,3,,,,4,,,,,,,,,,2
11310107,1131,27.32141563636364,2,12.08,0,1,1,4,1,0,3.25,2,2,3,1,4,4,1,4,4,4,1,1,1,1,4,1
11310109,1131,27.32141563636364,3,13,0,1,3,1,1,2,2.5,3,2,3,3,4,1,1,3,2,2,2,3,3,2,4,2
11310110,1131,27.32141563636364,2,13,0,1,3,1,1,3,3,1,3,3,3,4,1,1,4,1,3,,1,1,1,4,4
11310111,1131,27.32141563636364,2,13.33,0,1,1,1,1,0,2.75,2,3,3,3,4,2,1,4,4,4,3,3,3,4,4,4
11310113,1131,27.32141563636364,,13,0,1,,,1,1,,,,,,,,,,,,,,,,,
11310119,1131,27.32141563636364,2,13.75,0,1,2.5,4,1,4,3.5,2,2,2,3,4,3,1,4,4,4,4,4,4,2,4,4
11310120,1131,27.32141563636364,1,13.58,0,1,5,2,1,1,3,3,2,3,3,4,2,3,4,3,4,4,3,4,3,4,2
11320101,1132,15.31719411961722,3,13.67,1,1,3,1,1,3,3.5,2,3,2,2,3,2,1,3,2,4,3,4,4,3,3,4
11320102,1132,15.31719411961722,2,13.58,1,1,5,1,1,1,3.5,3,3,2,3,3,2,1,1,2,2,4,3,3,2,4,2
11320103,1132,15.31719411961722,2,13.25,1,1,4,4,1,3,2,2,2,3,2,4,3,1,4,4,4,2,1,2,2,3,1
11320104,1132,15.31719411961722,2,12,1,1,2.5,2,1,2,2.5,3,3,1,4,1,4,1,3,3,3,3,3,3,3,4,4
11320105,1132,15.31719411961722,3,13,1,1,2.5,3,5,2,3.75,1,3,3,2,4,1,1,2,1,1,2,3,2,1,4,2
11320106,1132,15.31719411961722,1,12,1,1,4,1,1,1,2.5,3,3,2,2,3,1,1,2,2,2,2,2,2,2,2,2
11320107,1132,15.31719411961722,,13.42,1,1,4,,5,,,,,4,,,,,,,,,,,,,
11320108,1132,15.31719411961722,2,13.5,1,1,3,4,1,2,3.25,3,3,2,3,4,1,3,4,2,2,4,4,4,4,3,2
11320109,1132,15.31719411961722,2,14.83,1,1,1,1,1,3,2.75,3,3,2,3,1,4,1,4,3,3,2,2,2,3,3,4
11320110,1132,15.31719411961722,3,12.17,1,1,2.5,3,4,2,2.25,1,3,2,4,1,4,3,2,2,2,3,3,3,4,3,3
11320111,1132,15.31719411961722,3,13.67,1,1,4,3,1,2,3.25,2,1,3,3,1,2,1,3,3,3,1,1,1,3,4,1
11320113,1132,15.31719411961722,1,13.33,1,1,4,4,1,2,3,2,4,2,4,4,2,4,2,2,2,3,3,3,4,2,3
11320114,1132,15.31719411961722,3,12.92,1,1,4,3,1,1,3,2,3,3,3,4,2,1,4,4,3,4,4,2,4,4,4
11320115,1132,15.31719411961722,2,13.58,1,1,3.5,1,1,2,2.5,2,3,2,4,3,1,1,1,2,2,4,4,4,4,4,4
11320116,1132,15.31719411961722,2,13.75,1,1,4,1,1,2,1.75,2,3,3,4,2,1,1,2,3,2,3,3,3,4,4,2
11320117,1132,15.31719411961722,3,13.83,1,1,3,4,1,3,3.25,3,2,2,1,4,2,1,4,4,4,3,3,2,1,4,3
11320118,1132,15.31719411961722,3,15.83,1,1,3,1,1,2,2.75,1,1,3,1,4,3,2,3,3,2,3,2,3,1,3,1
11320119,1132,15.31719411961722,3,13.67,1,1,3,3,1,4,3.25,2,,,4,3,3,3,4,4,4,4,4,4,4,4,4
11320120,1132,15.31719411961722,3,13.5,1,1,5,1,1,0,2,3,4,4,3,4,1,1,3,3,3,3,3,3,3,3,3
11330101,1133,22.68639135935829,2,13.42,0,1,4.5,2,1,4,3.25,2,2,4,2,4,1,4,2,2,2,2,2,2,2,3,2
11330102,1133,22.68639135935829,3,12,0,1,4.5,1,1,4,3,2,2,4,2,3,1,1,3,4,2,2,2,2,2,4,4
11330103,1133,22.68639135935829,3,13.58,0,1,5,4,1,1,3.25,3,2,4,4,4,1,1,4,4,4,1,4,1,1,4,1
