IDSTUD,IDSCHOOL,TOTWGTS,IS18C_plan_capacity,ASDAGE,SEX_female,IS34_lang,prnt_ed_M,IS17G_miss_meals,IS01_prop_sch_time,IS09_comm_modes,IS21_teach_sup,IS18E_adult_help,IS14A,IS14C,IS14K,IS17A,IS17C,IS17E,IS25A,IS25B,IS25C,IS25D,IS25E,IS25F,IS25G,IS25H,IS25J
11040105,1104,17.02935852286902,1,13.33,0,2,5,1,3,1,2.5,2,3,3,4,4,1,2,2,3,3,4,2,2,3,2,2
11040106,1104,17.02935852286902,3,14,0,2,5,1,3,2,2.25,2,2,2,2,4,1,1,3,3,3,2,2,2,2,4,2
11040107,1104,17.02935852286902,1,13.5,1,2,,3,4,2,2.25,2,2,2,3,3,2,1,2,3,2,3,3,3,3,3,3
11040109,1104,17.02935852286902,2,14,0,2,4.5,,1,1,3,,3,,,,2,,,4,,,,,,,
11040110,1104,17.02935852286902,2,13.58,0,2,,1,4,2,2.6666667,2,2,2,,3,1,3,,,,,,,,,
11040113,1104,17.02935852286902,3,14.25,1,2,5,1,2,4,3.25,3,1,4,3,4,4,1,4,4,4,4,4,4,4,4,4
11040114,1104,17.02935852286902,2,13.25,0,2,5,2,5,2,2.75,3,2,3,2,3,2,1,2,1,2,4,3,4,1,3,2
11040116,1104,17.02935852286902,2,13.5,0,2,4.5,2,4,2,2.5,3,2,2,4,4,1,2,2,2,3,3,3,3,2,2,2
11040118,1104,17.02935852286902,1,13.67,0,2,4,1,2,2,2.25,3,2,3,4,4,1,1,3,4,3,2,2,3,2,3,2
11040119,1104,17.02935852286902,1,13.08,1,2,4,2,4,3,2.75,3,2,2,2,2,2,2,2,3,2,3,2,3,2,3,3
11050101,1105,16.4533695,3,13.17,1,2,3,2,4,1,2.25,2,2,3,3,3,3,2,3,2,2,4,3,3,1,4,3
11050102,1105,16.4533695,1,12.67,1,2,5,1,1,3,3.25,3,3,3,3,4,3,2,3,1,2,3,2,4,3,4,1
11050105,1105,16.4533695,2,13.83,1,2,3,2,1,4,2.75,2,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3
11050106,1105,16.4533695,1,12.92,1,2,4.5,4,4,4,1.75,1,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1
11050107,1105,16.4533695,2,13.75,1,2,4.5,2,1,3,3.5,2,3,3,4,3,1,2,3,2,1,4,4,3,2,4,4
11050108,1105,16.4533695,3,13.58,1,2,3.5,1,1,0,3,1,1,4,1,2,4,3,3,1,2,1,3,2,1,4,3
11050109,1105,16.4533695,2,12.67,1,2,,1,,2,3.25,3,3,4,3,2,1,1,3,3,3,4,4,4,4,4,4
11050110,1105,16.4533695,,13.25,0,2,,,2,,,,,,,,,,,,,,,,,,
11050111,1105,16.4533695,3,13.33,0,2,3,1,1,3,3.25,1,4,4,1,1,1,1,3,3,3,1,1,1,1,3,1
11050112,1105,16.4533695,1,13.92,0,2,4,1,2,2,2.5,2,2,2,3,2,1,2,2,2,2,3,3,3,2,3,4
11050113,1105,16.4533695,2,12.58,0,2,2.5,1,1,3,3,2,2,2,3,3,1,2,2,2,2,3,3,2,2,2,2
11050114,1105,16.4533695,,13.75,0,2,2,,1,,3,,3,2,,,,,,,,,,,,,
11050115,1105,16.4533695,,13.42,0,2,,,1,2,,,,,,,,,,,,,,,,,
11050116,1105,16.4533695,2,13.5,0,2,4.5,2,1,0,2.25,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
11050117,1105,16.4533695,,12.58,0,2,3.5,4,2,0,2.25,2,4,4,2,1,1,3,4,4,4,4,4,4,4,4,4
11050118,1105,16.4533695,2,14.67,0,2,3.5,,1,0,2,,,,,,,,,,,,,,3,,
11050119,1105,16.4533695,2,13.17,0,2,4,1,1,2,3.5,1,2,4,1,2,1,1,1,1,1,1,1,1,1,3,1
11050120,1105,16.4533695,3,13.33,0,2,4.5,2,1,1,2.5,2,3,2,3,4,2,1,2,2,2,2,3,3,3,3,3
11060102,1106,35.43951221621621,3,13.17,1,2,5,3,1,1,3,3,3,2,2,1,2,2,4,4,4,4,4,4,4,4,2
11060103,1106,35.43951221621621,2,12.92,1,2,5,1,1,2,,2,3,2,3,4,1,2,1,1,3,2,2,2,2,4,3
11060107,1106,35.43951221621621,3,14.25,1,2,2,1,3,2,2.75,2,2,3,3,2,4,3,2,1,2,3,3,3,2,3,4
11060108,1106,35.43951221621621,2,13.42,1,2,4,1,3,2,2.25,3,3,2,4,4,1,2,4,2,2,3,3,2,2,3,2
11060109,1106,35.43951221621621,3,14.33,0,2,5,1,1,3,1.75,3,3,4,4,3,1,1,4,3,4,4,4,4,4,3,4
11060112,1106,35.43951221621621,2,13.75,0,2,5,1,1,4,2.75,2,4,3,3,3,2,1,2,2,2,3,3,3,3,3,3
11060113,1106,35.43951221621621,2,13,0,2,3.5,1,1,2,2.75,2,2,2,3,2,1,1,3,3,3,,2,2,2,3,2
11060114,1106,35.43951221621621,2,13.42,0,2,4,1,1,3,3.25,2,2,3,3,4,1,1,4,4,4,3,2,2,2,4,1
11060116,1106,35.43951221621621,,14.17,1,2,,,1,3,,,,,,,,,,,,,,,,,
11060118,1106,35.43951221621621,1,13.83,0,2,5,1,3,2,3.75,2,2,3,2,4,2,1,2,2,3,2,3,1,2,2,2
11060119,1106,35.43951221621621,2,15.92,0,2,5,1,3,3,2.75,2,2,1,4,4,1,1,3,2,3,2,2,2,3,2,3
11070101,1107,14.92873677177177,3,12.75,1,2,4.5,2,5,2,3,2,3,2,3,4,1,2,2,3,2,3,3,3,1,4,4
11070102,1107,14.92873677177177,1,13.42,1,2,,2,5,2,,2,3,2,,3,1,2,,,,,,,,,
11070104,1107,14.92873677177177,3,14.75,0,2,5,2,1,1,3,3,1,4,1,3,1,1,4,4,4,3,1,1,2,4,1
11070105,1107,14.92873677177177,1,13.17,1,2,5,1,4,2,2.5,2,3,2,3,4,1,2,3,2,2,4,3,2,2,3,3
11070106,1107,14.92873677177177,2,13.17,1,2,5,1,5,2,3,2,2,2,2,2,4,2,2,2,3,2,2,2,2,4,2
11070107,1107,14.92873677177177,2,13.75,1,2,5,1,1,2,2.5,2,2,3,2,1,2,2,3,2,3,1,3,2,2,3,3
11070108,1107,14.92873677177177,2,13.5,0,2,5,1,1,1,2.5,2,1,3,4,2,1,1,3,2,1,3,4,2,3,2,3
11070109,1107,14.92873677177177,2,13.92,0,2,5,1,4,1,2.75,1,2,4,4,4,3,1,3,2,2,4,4,3,3,3,3
11070110,1107,14.92873677177177,2,13.92,0,2,5,1,4,2,2,2,1,1,4,4,1,2,4,4,4,4,3,4,1,1,2
11070111,1107,14.92873677177177,1,13.75,1,2,5,1,1,2,2.75,2,2,3,4,4,1,1,1,1,1,4,4,4,4,2,4
11070112,1107,14.92873677177177,2,14,0,2,5,1,1,2,2.5,2,2,3,2,3,2,2,2,2,3,2,3,2,2,3,2
11070113,1107,14.92873677177177,3,14.17,0,2,5,2,1,2,2.75,2,2,2,2,3,2,1,4,4,4,4,4,4,4,4,4
11070114,1107,14.92873677177177,3,13.58,0,2,4.5,1,1,2,2.75,2,2,3,3,3,2,1,3,3,3,2,1,1,1,2,4
11070115,1107,14.92873677177177,,14.25,1,2,,,2,,,,,,,,,,,,,,,,,,
11070116,1107,14.92873677177177,2,14.5,1,2,5,1,1,2,3,2,2,3,2,4,1,1,3,2,3,2,2,2,2,2,2
11070117,1107,14.92873677177177,2,13.42,0,2,3.5,1,5,2,2.75,2,2,3,3,2,2,2,3,3,3,3,3,3,3,3,3
11070118,1107,14.92873677177177,2,13.58,0,2,5,1,4,2,2.25,3,2,3,3,3,2,2,3,3,3,2,2,2,2,3,2
11070119,1107,14.92873677177177,3,13.83,1,2,4,4,1,2,2.75,2,2,2,2,4,1,1,3,3,3,2,2,1,1,1,2
11080102,1108,23.9257640956341,1,14.08,1,2,3.5,1,4,2,2.75,2,2,4,3,4,1,4,3,2,3,3,2,2,3,3,2
11080103,1108,23.9257640956341,2,13.92,0,2,5,1,5,2,2.75,3,1,3,3,4,2,1,3,2,4,4,3,3,2,3,3
11080104,1108,23.9257640956341,2,14.25,0,2,3.5,1,1,1,2.75,2,2,4,2,4,1,1,4,4,4,1,1,1,1,1,1
11080106,1108,23.9257640956341,3,13.42,1,2,5,1,1,3,3,3,2,2,2,4,1,1,4,2,4,2,2,2,1,4,4
11080107,1108,23.9257640956341,,13.42,1,2,,,4,1,,,,,,,,,,,,,,,,,
11080108,1108,23.9257640956341,1,14.08,1,2,2,1,4,2,2.25,1,2,1,3,4,2,1,3,2,3,4,4,4,4,4,1
11080109,1108,23.9257640956341,2,13.92,1,2,4.5,2,5,3,2.25,2,3,3,4,3,2,2,3,2,3,4,4,4,3,3,4
11080111,1108,23.9257640956341,3,14.08,0,2,5,1,5,2,3,2,1,2,1,4,1,1,4,2,3,3,2,2,1,4,2
11080113,1108,23.9257640956341,2,14.33,0,2,5,1,1,1,3.25,2,2,3,,4,1,1,3,4,3,3,3,3,3,3,3
11080115,1108,23.9257640956341,1,14.08,0,4,3.5,1,4,4,2.25,3,4,2,3,3,2,3,4,2,3,3,2,3,2,3,2
11080116,1108,23.9257640956341,2,14.08,0,2,5,1,2,1,2.5,3,2,3,3,3,1,2,4,2,3,1,4,4,3,2,4
11080117,1108,23.9257640956341,3,13.42,1,2,4.5,1,4,2,2.75,3,2,3,3,3,2,1,4,4,4,3,3,2,3,2,3
11080118,1108,23.9257640956341,1,14.17,1,2,,1,4,4,3.6666667,3,3,2,,4,1,2,,,,,,,,,
11100101,1110,16.35670027027027,1,13.33,0,3,4.5,4,4,1,3.5,2,,4,4,4,3,2,,4,,,,,4,,4
11100102,1110,16.35670027027027,3,15.17,0,4,2.5,1,1,2,2.75,3,2,3,2,3,2,1,3,3,3,3,3,3,3,3,3
11100103,1110,16.35670027027027,1,13.25,0,4,3,3,1,3,3,2,2,1,1,1,2,1,3,,4,2,3,,2,4,2
11100104,1110,16.35670027027027,,14.33,0,3,2.5,,5,1,,,,,,,,3,,,,,,3,1,,
11100105,1110,16.35670027027027,3,13.92,0,4,3.5,1,1,,3.5,2,,,3,4,3,3,3,4,3,4,3,2,2,4,3
11100106,1110,16.35670027027027,2,13.58,0,4,2.5,4,1,4,2.25,1,2,2,3,4,4,4,2,2,2,2,2,3,3,3,2
11100107,1110,16.35670027027027,3,12.83,0,4,4.5,1,1,3,2.25,3,3,4,4,2,1,1,1,2,2,3,4,4,3,3,3
11100108,1110,16.35670027027027,1,15,0,4,3,,1,0,2,1,,1,,4,,1,,,,,,,,,
11100109,1110,16.35670027027027,2,13.58,0,4,5,1,1,4,2.75,3,2,2,2,4,3,1,3,2,3,2,2,2,2,3,2
11100110,1110,16.35670027027027,1,14.25,0,4,2.5,2,1,4,2.75,1,3,3,3,1,2,3,3,3,3,3,3,3,2,3,3
11100112,1110,16.35670027027027,2,14,1,4,4.5,1,4,3,3,1,2,3,2,2,2,2,2,3,2,1,3,3,4,4,3
11100113,1110,16.35670027027027,3,15.08,1,3,1.5,1,1,3,2.75,3,3,4,4,2,4,1,4,4,4,2,4,2,2,4,1
11100114,1110,16.35670027027027,2,13.75,1,4,4,1,1,2,2.75,2,2,3,3,3,1,1,2,2,2,3,3,2,2,3,2
11100115,1110,16.35670027027027,2,14.58,1,4,4.5,1,1,2,2.75,3,2,4,3,4,3,1,3,2,3,3,3,3,3,3,2
11100116,1110,16.35670027027027,2,13.58,1,4,3,,5,4,3.5,2,2,4,,3,,1,,4,4,4,4,4,3,2,4
11100117,1110,16.35670027027027,2,14.17,1,4,3,4,1,2,2.5,2,3,2,4,1,1,2,4,2,2,4,4,4,3,3,4
11100118,1110,16.35670027027027,1,13.5,1,4,4,1,1,4,3,2,3,2,4,2,2,1,3,1,1,4,4,4,3,4,4
11100119,1110,16.35670027027027,2,14.25,1,4,4,2,1,2,3.75,2,2,3,3,4,3,1,2,3,2,2,2,2,2,3,2
11100120,1110,16.35670027027027,,13.42,0,2,,,1,2,,,,,,,,,,,,,,,,,
11110101,1111,31.12839526351351,1,13.42,1,3,4.5,1,2,1,2.25,2,3,2,4,3,2,2,1,1,1,3,3,3,3,4,4
11110102,1111,31.12839526351351,2,12.75,1,2,5,2,2,1,2,2,2,2,3,3,2,1,3,2,2,2,3,2,1,3,2
11110103,1111,31.12839526351351,3,13.58,1,2,3,3,2,1,2.75,3,3,4,4,4,1,1,3,2,3,4,3,2,1,4,1
11110104,1111,31.12839526351351,1,12.92,1,2,3.5,1,2,3,2.75,3,2,2,4,3,1,1,4,3,2,4,4,4,4,4,4
11110105,1111,31.12839526351351,2,13.5,1,2,4.5,1,1,2,2.5,3,3,2,3,4,1,2,2,2,3,3,2,2,2,3,3
11110106,1111,31.12839526351351,1,13.58,1,2,4.5,1,1,2,3,1,2,2,4,1,2,2,3,1,3,4,4,4,4,4,4
11110107,1111,31.12839526351351,3,12.67,1,2,3,1,1,2,3,2,1,3,2,3,2,1,3,2,2,2,3,3,2,2,2
11110108,1111,31.12839526351351,2,13,1,2,4,1,1,2,2.75,1,3,3,3,2,1,2,2,2,2,3,3,3,1,4,3
11110109,1111,31.12839526351351,2,13.58,0,2,5,3,2,1,3.5,1,2,3,3,2,2,1,3,1,3,3,2,2,2,2,3
11110110,1111,31.12839526351351,2,13.08,0,2,2,3,4,1,2,2,2,3,4,3,3,3,4,3,2,1,2,3,4,3,1
11110111,1111,31.12839526351351,2,13,0,2,4,2,3,2,2.75,2,2,3,2,4,1,1,3,4,3,3,2,1,1,4,2
11110112,1111,31.12839526351351,1,12.83,0,2,5,4,2,3,2.5,3,3,2,4,4,2,2,2,2,3,4,4,3,2,2,2
11110113,1111,31.12839526351351,3,13,0,2,5,4,1,2,3.25,3,1,4,2,4,4,4,4,4,4,4,4,4,4,4,4
11110114,1111,31.12839526351351,2,13.67,0,2,5,1,1,2,3,2,3,3,3,2,1,2,4,4,2,4,4,4,3,3,2
11110115,1111,31.12839526351351,1,12.83,0,2,4.5,1,5,1,2.75,2,3,2,1,4,1,1,4,2,3,2,3,3,3,2,3
11110116,1111,31.12839526351351,2,12.67,0,2,3.5,3,1,2,2.75,2,2,3,3,2,1,2,4,4,2,3,4,3,4,2,3
11110117,1111,31.12839526351351,1,13.42,0,2,2,4,5,1,3.25,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4
11110118,1111,31.12839526351351,2,13.5,1,2,2.5,2,1,2,2.75,3,3,2,3,2,1,2,2,2,3,2,3,2,2,3,3
11110119,1111,31.12839526351351,3,12.42,1,2,3,4,1,4,2,1,3,3,4,4,2,2,4,2,4,4,4,4,3,4,2
11110120,1111,31.12839526351351,3,13.58,1,2,4.5,4,1,3,3,2,4,2,4,4,4,1,2,2,2,4,4,4,4,3,4
11120101,1112,18.63920459594595,2,14.17,0,2,5,3,1,4,2.25,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2
11120102,1112,18.63920459594595,2,13.67,0,2,3,1,2,2,2.75,2,2,4,2,4,1,1,3,4,4,2,2,2,1,2,1
11120103,1112,18.63920459594595,1,14.25,0,2,4,1,1,0,3,2,1,4,3,4,1,2,2,2,3,4,3,1,2,4,1
11120104,1112,18.63920459594595,2,14.42,0,2,4.5,3,1,4,2.5,2,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4
11120105,1112,18.63920459594595,2,13.75,0,4,4.5,1,1,1,3,2,3,3,3,3,1,1,2,2,2,4,3,3,1,4,3
11120106,1112,18.63920459594595,,14.25,0,2,,,2,0,,,,,,,,,,,,,,,,,
11120107,1112,18.63920459594595,2,14.58,0,4,4.5,1,1,3,3,2,1,4,1,2,1,1,2,1,3,1,4,4,1,1,4
11120108,1112,18.63920459594595,3,13.42,0,4,5,1,1,4,3.5,3,2,3,1,4,2,1,4,4,4,2,1,1,1,1,1
11120109,1112,18.63920459594595,2,14.83,0,2,2,1,1,1,2.75,3,2,3,3,4,2,1,3,3,3,3,3,3,3,3,3
11120110,1112,18.63920459594595,2,15.5,1,2,5,2,1,2,3.25,2,2,3,3,3,3,2,4,4,3,3,3,4,4,4,3
11120111,1112,18.63920459594595,2,14,1,4,5,1,1,2,3.25,2,3,2,4,2,2,1,4,3,1,1,4,4,4,4,4
11120112,1112,18.63920459594595,3,13.67,1,4,3.5,1,5,3,3,2,2,4,2,3,4,2,3,3,3,3,4,4,4,4,2
11120113,1112,18.63920459594595,2,15.67,1,2,4,1,1,3,2.5,2,2,3,2,2,2,1,3,2,2,2,2,2,2,2,2
11120114,1112,18.63920459594595,2,13.67,1,4,3,4,1,4,4,2,,,3,3,1,1,3,3,3,3,3,3,3,3,3
11120115,1112,18.63920459594595,1,14.92,1,4,3.5,1,1,1,1.75,2,4,1,3,3,2,3,1,1,1,4,4,3,4,3,4
11120116,1112,18.63920459594595,3,13.58,1,4,4,1,1,2,3.25,2,2,3,2,3,1,1,4,4,4,2,2,2,2,3,2
11120117,1112,18.63920459594595,2,14.92,1,4,2.5,1,1,3,2,1,4,2,4,2,4,1,2,3,2,4,3,3,3,4,4
11120118,1112,18.63920459594595,,16.25,1,4,3,,5,1,,2,,,,,2,,,,,,,,,2,
11120119,1112,18.63920459594595,2,14.83,1,4,5,1,1,4,3.5,2,2,2,2,4,2,2,2,2,3,3,3,3,2,3,2
11120120,1112,18.63920459594595,3,13.83,1,2,3,,1,3,2.75,3,2,1,4,1,2,2,3,1,3,4,4,4,4,4,4
11130101,1113,28.86597794234234,,14.17,0,2,,,5,1,,,,,,,,,,,,,,,,,
11130102,1113,28.86597794234234,1,13.08,1,2,4.5,1,1,1,2.75,2,3,4,4,4,1,1,3,3,3,2,3,3,3,3,1
11130104,1113,28.86597794234234,3,13.42,1,2,5,1,5,1,3.25,3,4,4,4,4,1,3,3,2,2,2,2,3,1,4,1
11130107,1113,28.86597794234234,2,13.67,0,2,,,5,,3,1,2,,,4,1,1,3,3,3,,,,,,
11130108,1113,28.86597794234234,3,13.92,0,2,5,4,5,1,2.75,2,2,3,3,4,1,2,3,2,3,2,2,3,3,3,2
11130109,1113,28.86597794234234,1,14,1,2,4.5,3,4,2,2.75,2,2,3,3,3,1,2,2,3,2,3,2,3,3,3,3
11130110,1113,28.86597794234234,1,14.33,0,2,3.5,2,5,1,3,3,2,3,4,4,1,3,3,4,2,4,4,4,1,4,1
11130111,1113,28.86597794234234,3,13.25,0,2,4.5,2,1,,3.75,3,4,4,4,3,3,3,4,4,4,4,4,4,1,4,3
11130112,1113,28.86597794234234,3,13.25,0,2,,1,5,1,2.5,2,2,3,2,4,1,1,2,2,2,3,3,3,2,2,2
11130113,1113,28.86597794234234,2,14.08,0,2,4,1,1,2,2.75,2,2,3,4,4,1,2,3,3,,3,2,2,2,2,3
11130115,1113,28.86597794234234,1,14,1,2,5,1,1,2,2.75,2,2,3,3,4,2,1,2,2,2,3,3,3,3,3,3
11130116,1113,28.86597794234234,1,13,1,2,5,3,4,1,2.5,2,4,2,4,2,1,2,2,2,2,3,4,4,3,3,2
11130117,1113,28.86597794234234,2,13.25,1,2,4,1,1,2,2.5,3,3,2,4,1,4,2,4,4,2,4,4,4,4,4,4
11130118,1113,28.86597794234234,3,13.17,1,2,5,2,5,2,3,2,3,2,4,4,1,2,2,2,2,3,3,3,2,3,3
11130119,1113,28.86597794234234,2,14.25,1,2,4.5,3,3,1,3,1,3,3,1,1,1,2,3,2,2,3,4,4,4,3,4
11150101,1115,29.79536429189189,2,14.08,1,2,4,1,4,2,2.75,2,2,3,2,3,1,2,3,2,3,4,3,3,3,2,3
11150102,1115,29.79536429189189,2,13.75,0,2,5,1,5,1,3,3,2,3,2,4,4,4,4,4,4,3,2,3,2,3,2
11150103,1115,29.79536429189189,3,13.67,0,2,5,1,4,2,3,3,2,4,2,4,2,2,3,3,3,3,1,1,1,1,2
11150106,1115,29.79536429189189,2,13.58,1,2,5,1,4,2,3,2,2,3,2,2,1,2,4,2,4,4,4,4,1,2,4
11150107,1115,29.79536429189189,1,14.08,1,2,5,1,1,1,2.75,1,3,2,4,4,1,2,1,1,1,4,4,4,3,3,4
11150108,1115,29.79536429189189,1,14.25,1,2,4,1,1,2,2.25,3,2,2,3,4,1,2,2,2,3,3,3,3,3,4,3
11150109,1115,29.79536429189189,1,13.5,1,2,4.5,2,2,2,2.25,2,2,3,3,4,4,3,2,2,2,4,4,4,3,4,4
11150110,1115,29.79536429189189,3,13.92,1,2,4.5,1,1,3,2.75,2,2,3,2,3,1,2,4,2,3,3,3,3,4,3,4
11150111,1115,29.79536429189189,2,13.58,0,2,5,1,5,4,2.75,2,2,3,3,4,2,1,3,3,3,3,3,3,3,3,3
11150112,1115,29.79536429189189,1,14.17,1,3,4.5,1,3,2,3.75,2,3,3,4,4,1,3,2,1,1,4,4,4,1,3,2
11150115,1115,29.79536429189189,2,14.17,0,2,5,1,1,4,3.25,2,2,3,3,3,2,1,3,2,3,2,2,2,3,3,2
11150116,1115,29.79536429189189,2,13.75,1,2,4.5,1,4,2,2.75,2,2,2,2,4,1,2,4,2,4,3,4,3,1,3,2
11150117,1115,29.79536429189189,2,13.67,0,2,4.5,4,5,2,2,2,2,4,3,3,3,3,4,4,2,2,3,2,2,3,2
11150118,1115,29.79536429189189,2,14.17,0,2,4,2,5,1,3,2,3,3,2,3,1,2,3,3,3,3,2,2,2,2,2
11150120,1115,29.79536429189189,3,13.17,1,2,3,1,5,1,1.5,2,1,4,1,4,1,1,4,1,3,1,1,1,4,1,1
11170101,1117,21.36656491573927,1,13.92,0,2,5,1,4,1,2.75,2,2,3,3,3,2,1,3,3,3,3,2,2,3,2,3
11170102,1117,21.36656491573927,3,13.75,1,2,5,1,4,2,3.25,3,1,3,1,4,1,1,4,2,4,2,3,3,2,2,1
11170103,1117,21.36656491573927,1,13.17,0,2,,1,5,1,2,3,3,2,4,3,4,4,4,4,4,3,3,1,1,4,1
11170104,1117,21.36656491573927,3,13.08,1,2,4.5,1,1,2,2.5,3,2,2,2,4,1,1,2,3,3,1,2,2,2,3,3
11170105,1117,21.36656491573927,3,13.58,1,2,5,1,4,2,3,1,2,3,1,4,1,1,3,1,4,4,3,2,2,4,3
11170107,1117,21.36656491573927,1,13.08,0,2,4.5,1,1,3,2.75,1,3,3,4,4,3,1,3,1,1,4,3,2,4,2,4
11170108,1117,21.36656491573927,1,13.58,1,2,5,2,4,3,3,2,4,2,4,4,1,3,2,2,2,4,4,4,2,4,3
11170110,1117,21.36656491573927,1,14.08,0,2,4.5,4,5,2,3,2,4,2,3,4,4,4,4,4,4,4,4,4,4,3,3
11170111,1117,21.36656491573927,1,13.83,1,2,4,1,4,1,2.75,1,2,3,3,4,3,2,3,2,3,3,3,3,3,3,3
11170112,1117,21.36656491573927,2,13.5,1,2,4,1,4,1,2.5,2,2,3,3,4,2,1,3,2,3,3,2,2,3,2,2
11170113,1117,21.36656491573927,2,13.5,0,2,4.5,3,4,4,3,2,2,2,2,3,3,3,3,2,2,3,2,2,2,2,2
11170114,1117,21.36656491573927,3,12.5,1,2,4.5,1,5,3,3.5,2,2,3,1,4,1,1,2,2,2,2,2,4,1,1,2
11170115,1117,21.36656491573927,2,12.42,0,2,4,1,4,2,2.5,2,2,3,2,3,1,1,4,2,3,2,3,2,3,2,2
11170116,1117,21.36656491573927,2,14.17,1,2,5,1,5,2,2.75,2,1,4,2,4,2,2,3,3,3,3,3,3,3,3,3
11170118,1117,21.36656491573927,2,13.25,1,2,4,1,5,1,2.75,2,2,3,2,3,1,1,3,3,3,2,2,2,2,3,2
11170119,1117,21.36656491573927,,13.25,0,2,,,4,3,,,,,,,,,,,,,,,,,
11170120,1117,21.36656491573927,3,12.67,1,3,4.5,1,5,4,2.75,3,2,4,3,3,2,1,4,4,4,3,2,2,1,2,4
11180101,1118,16.77178779279279,2,14.17,1,2,3,1,1,1,2.75,2,2,3,2,4,2,1,2,2,3,2,2,2,2,4,3
11180103,1118,16.77178779279279,1,13.83,0,2,4.5,2,5,2,2.75,2,3,2,4,4,2,1,2,2,1,3,3,3,2,3,2
11180105,1118,16.77178779279279,1,13.75,0,2,4,4,1,1,2.5,1,3,2,1,2,3,3,3,1,2,1,2,4,2,2,3
11180106,1118,16.77178779279279,3,14.83,0,2,3,1,1,1,2.75,2,3,3,3,2,1,1,4,3,3,2,3,3,3,2,2
11180107,1118,16.77178779279279,3,13.17,1,2,5,1,3,1,3.25,3,4,4,4,3,1,1,2,1,4,4,2,1,1,4,1
11180108,1118,16.77178779279279,2,13.5,0,2,4.5,1,3,1,2.5,3,3,3,2,2,1,1,4,2,4,3,3,4,2,2,3
11180109,1118,16.77178779279279,1,13.25,0,2,5,1,3,2,2.75,2,3,2,3,2,3,1,2,2,2,3,3,2,2,2,1
11180110,1118,16.77178779279279,3,13.58,1,2,2,1,1,1,2.75,2,2,1,2,4,1,1,2,3,3,3,4,4,3,3,2
11180111,1118,16.77178779279279,2,14.25,0,4,4,1,1,2,3.5,2,1,4,2,4,1,1,2,2,3,2,3,3,3,3,4
11180112,1118,16.77178779279279,2,14.25,1,2,5,1,1,2,2.5,2,1,4,1,4,3,1,3,2,3,3,2,2,2,3,2
11180113,1118,16.77178779279279,2,13.67,0,2,5,1,3,1,3,1,3,3,3,4,1,2,3,1,3,1,2,2,1,4,4
11180114,1118,16.77178779279279,2,14.25,0,2,4,1,2,1,2.75,2,3,3,2,4,2,2,4,3,3,2,3,2,1,2,3
11180115,1118,16.77178779279279,2,13.67,1,2,5,1,3,1,2.75,2,1,3,2,1,1,3,3,1,2,2,2,2,3,3,1
11180116,1118,16.77178779279279,1,13.33,0,2,4.5,1,1,1,3.5,3,4,3,4,3,1,1,1,1,1,4,4,4,4,4,1
11180117,1118,16.77178779279279,1,13.58,1,2,5,1,1,1,2.25,3,3,2,4,1,1,1,4,1,1,4,4,4,3,4,2
11180118,1118,16.77178779279279,1,13.17,0,4,5,1,1,1,2.75,2,2,3,3,3,1,2,2,2,2,3,2,3,3,3,2
11180119,1118,16.77178779279279,3,13.67,1,2,5,4,1,2,3,3,2,4,1,1,1,2,4,4,4,4,4,4,4,4,4
11180120,1118,16.77178779279279,3,14.67,0,4,4,1,1,1,2.75,1,2,3,2,3,1,2,4,3,2,3,3,3,3,4,1
11190101,1119,27.96780647432433,1,14.25,1,2,3.5,4,5,1,1,,,1,,,,,,,,1,,,,,
11190102,1119,27.96780647432433,2,12.42,0,2,5,3,4,3,3,1,3,3,3,2,4,,3,3,3,3,3,3,3,3,3
11190103,1119,27.96780647432433,2,14,0,2,5,1,2,1,3,3,2,2,2,4,1,1,2,2,2,2,2,2,1,3,2
11190104,1119,27.96780647432433,1,13.42,1,2,4.5,1,2,1,2.5,2,2,2,4,3,1,2,2,1,1,4,4,4,3,3,4
11190105,1119,27.96780647432433,2,13.25,1,2,5,1,4,2,2.75,2,2,3,3,3,2,1,3,3,3,2,3,3,2,3,3
11190106,1119,27.96780647432433,2,13.42,0,2,5,1,5,1,3.25,2,1,3,1,4,1,1,4,4,4,2,1,1,1,2,4
11190107,1119,27.96780647432433,3,13.67,0,2,4.5,1,5,2,2.5,2,2,3,2,3,1,2,2,3,2,3,3,2,2,3,2
11190108,1119,27.96780647432433,2,14.17,1,2,5,1,1,1,2.75,2,2,3,4,3,1,1,3,3,2,2,3,3,2,3,2
11190109,1119,27.96780647432433,3,13.42,1,2,4,1,5,1,2.25,3,2,2,2,2,2,2,4,2,3,3,3,3,2,2,2
11190110,1119,27.96780647432433,2,12.92,1,2,4.5,1,1,1,2.75,2,1,2,2,3,2,1,2,2,2,2,3,2,2,2,2
11190111,1119,27.96780647432433,3,13.5,0,2,4.5,3,5,1,1.5,2,,,2,1,3,1,4,4,3,2,1,3,2,4,4
11190112,1119,27.96780647432433,2,13.58,0,2,5,4,4,1,1.75,1,2,2,3,2,4,1,4,4,4,3,3,4,3,3,4
